Date,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
01/26/2019 09:00:00 PM,6,9
01/26/2019 10:00:00 PM,8,13
01/26/2019 11:00:00 PM,4,8
01/27/2019 12:00:00 AM,2,7
01/27/2019 01:00:00 AM,0,3
01/27/2019 02:00:00 AM,1,2
01/27/2019 03:00:00 AM,2,1
01/27/2019 04:00:00 AM,0,2
01/27/2019 05:00:00 AM,1,0
01/27/2019 06:00:00 AM,3,3
01/27/2019 07:00:00 AM,11,5
01/27/2019 08:00:00 AM,22,20
01/27/2019 09:00:00 AM,40,25
01/27/2019 10:00:00 AM,20,47
01/27/2019 11:00:00 AM,53,25
01/27/2019 12:00:00 PM,53,42
01/05/2017 03:00:00 AM,0,0
01/27/2019 01:00:00 PM,48,55
01/27/2019 02:00:00 PM,67,44
01/27/2019 03:00:00 PM,40,51
01/27/2019 04:00:00 PM,32,37
01/27/2019 05:00:00 PM,36,32
01/27/2019 06:00:00 PM,20,18
01/27/2019 07:00:00 PM,15,7
01/27/2019 08:00:00 PM,10,5
01/27/2019 09:00:00 PM,6,13
06/12/2014 12:00:00 AM,13,13
01/06/2017 03:00:00 AM,0,0
01/27/2019 10:00:00 PM,2,4
01/27/2019 11:00:00 PM,4,3
01/28/2019 12:00:00 AM,3,1
01/28/2019 01:00:00 AM,0,2
01/28/2019 02:00:00 AM,2,0
11/01/2012 03:00:00 AM,0,0
01/28/2019 03:00:00 AM,0,0
01/28/2019 04:00:00 AM,6,3
01/28/2019 05:00:00 AM,21,23
01/28/2019 06:00:00 AM,73,51
01/28/2019 07:00:00 AM,175,185
01/28/2019 08:00:00 AM,252,277
01/28/2019 09:00:00 AM,120,152
01/28/2019 10:00:00 AM,58,54
01/28/2019 11:00:00 AM,33,44
01/28/2019 12:00:00 PM,39,34
01/28/2019 01:00:00 PM,29,46
01/09/2017 03:00:00 AM,0,0
01/28/2019 02:00:00 PM,40,64
01/28/2019 03:00:00 PM,68,84
01/28/2019 04:00:00 PM,85,235
01/28/2019 05:00:00 PM,150,433
01/28/2019 06:00:00 PM,85,279
01/28/2019 07:00:00 PM,36,110
01/28/2019 08:00:00 PM,25,32
01/28/2019 09:00:00 PM,15,24
01/28/2019 10:00:00 PM,8,11
01/28/2019 11:00:00 PM,6,5
01/29/2019 12:00:00 AM,1,3
01/29/2019 01:00:00 AM,1,2
01/29/2019 02:00:00 AM,0,1
01/29/2019 03:00:00 AM,2,1
01/29/2019 04:00:00 AM,5,7
01/29/2019 05:00:00 AM,20,24
01/29/2019 06:00:00 AM,82,54
01/29/2019 07:00:00 AM,202,155
01/29/2019 08:00:00 AM,254,273
01/29/2019 09:00:00 AM,113,149
01/29/2019 10:00:00 AM,47,58
01/29/2019 11:00:00 AM,44,48
01/29/2019 12:00:00 PM,56,47
01/29/2019 01:00:00 PM,36,43
01/29/2019 02:00:00 PM,37,66
01/29/2019 03:00:00 PM,53,90
01/04/2017 02:00:00 AM,0,0
01/29/2019 04:00:00 PM,79,249
01/29/2019 05:00:00 PM,114,471
01/29/2019 06:00:00 PM,81,284
01/29/2019 07:00:00 PM,42,93
01/28/2017 03:00:00 AM,0,0
01/29/2019 08:00:00 PM,30,44
01/29/2019 09:00:00 PM,15,18
01/29/2019 10:00:00 PM,11,17
01/29/2019 11:00:00 PM,10,8
01/30/2019 12:00:00 AM,2,2
01/30/2019 01:00:00 AM,0,1
01/30/2019 02:00:00 AM,1,1
01/24/2017 01:00:00 AM,3,3
01/30/2019 03:00:00 AM,0,1
01/30/2019 04:00:00 AM,7,4
01/30/2019 05:00:00 AM,14,24
01/30/2019 06:00:00 AM,65,42
01/30/2019 07:00:00 AM,181,177
01/30/2019 08:00:00 AM,216,251
01/30/2019 09:00:00 AM,107,136
01/30/2019 10:00:00 AM,41,56
01/30/2019 11:00:00 AM,27,36
01/30/2019 12:00:00 PM,21,52
12/26/2015 02:00:00 AM,0,0
01/30/2019 01:00:00 PM,31,33
01/30/2019 02:00:00 PM,31,55
01/30/2019 03:00:00 PM,41,93
01/30/2019 04:00:00 PM,86,206
01/30/2019 05:00:00 PM,116,424
01/30/2019 06:00:00 PM,98,239
01/30/2019 07:00:00 PM,42,85
01/30/2019 08:00:00 PM,25,39
01/30/2019 09:00:00 PM,23,52
01/30/2019 10:00:00 PM,13,25
01/30/2019 11:00:00 PM,3,4
01/31/2019 12:00:00 AM,1,1
01/31/2019 01:00:00 AM,1,3
01/31/2019 02:00:00 AM,0,0
01/31/2019 03:00:00 AM,0,3
01/31/2019 04:00:00 AM,8,2
01/31/2019 05:00:00 AM,27,28
01/31/2019 06:00:00 AM,48,45
01/31/2019 07:00:00 AM,170,155
01/31/2019 08:00:00 AM,212,262
01/31/2019 09:00:00 AM,97,128
01/31/2019 10:00:00 AM,31,46
01/31/2019 11:00:00 AM,46,49
01/31/2019 12:00:00 PM,44,38
01/31/2019 01:00:00 PM,43,35
01/31/2019 02:00:00 PM,28,44
01/31/2019 03:00:00 PM,60,97
01/31/2019 04:00:00 PM,84,219
01/31/2019 05:00:00 PM,106,399
01/31/2019 06:00:00 PM,68,246
01/31/2019 07:00:00 PM,40,94
01/31/2019 08:00:00 PM,32,33
01/31/2019 09:00:00 PM,18,27
01/31/2019 10:00:00 PM,13,16
01/31/2019 11:00:00 PM,7,6
12/09/2012 01:00:00 AM,3,3
02/01/2019 12:00:00 AM,0,2
02/01/2019 01:00:00 AM,3,5
02/01/2019 02:00:00 AM,0,0
02/01/2019 03:00:00 AM,0,2
02/01/2019 04:00:00 AM,3,4
08/22/2015 04:00:00 AM,2,2
02/01/2019 05:00:00 AM,13,13
02/01/2019 06:00:00 AM,24,28
02/01/2019 07:00:00 AM,90,86
02/01/2019 08:00:00 AM,128,145
12/23/2015 02:00:00 AM,0,0
02/01/2019 09:00:00 AM,55,72
02/01/2019 10:00:00 AM,23,33
02/01/2019 11:00:00 AM,12,14
02/01/2019 12:00:00 PM,12,14
02/01/2019 01:00:00 PM,23,16
12/31/2015 03:00:00 AM,0,0
02/01/2019 02:00:00 PM,12,17
02/01/2019 03:00:00 PM,25,47
12/26/2015 03:00:00 AM,0,0
02/01/2019 04:00:00 PM,40,122
02/01/2019 05:00:00 PM,75,252
02/01/2019 06:00:00 PM,43,127
02/01/2019 07:00:00 PM,22,66
02/01/2019 08:00:00 PM,11,34
02/01/2019 09:00:00 PM,7,11
02/01/2019 10:00:00 PM,8,7
02/01/2019 11:00:00 PM,3,7
02/02/2019 12:00:00 AM,5,8
02/02/2019 01:00:00 AM,3,4
02/02/2019 02:00:00 AM,6,0
02/02/2019 03:00:00 AM,0,3
02/02/2019 04:00:00 AM,0,2
02/02/2019 05:00:00 AM,4,5
02/02/2019 06:00:00 AM,21,16
02/02/2019 07:00:00 AM,36,47
02/02/2019 08:00:00 AM,28,37
02/02/2019 09:00:00 AM,30,57
02/02/2019 10:00:00 AM,54,65
02/02/2019 11:00:00 AM,58,47
02/02/2019 12:00:00 PM,72,68
02/02/2019 01:00:00 PM,63,60
02/02/2019 02:00:00 PM,50,68
02/02/2019 03:00:00 PM,62,70
02/02/2019 04:00:00 PM,54,76
02/02/2019 05:00:00 PM,26,60
02/02/2019 06:00:00 PM,17,45
02/02/2019 07:00:00 PM,4,15
02/02/2019 08:00:00 PM,13,11
02/02/2019 09:00:00 PM,9,12
02/02/2019 10:00:00 PM,3,3
02/02/2019 11:00:00 PM,2,4
02/03/2019 12:00:00 AM,4,6
02/03/2019 01:00:00 AM,1,4
02/03/2019 02:00:00 AM,0,1
02/03/2019 03:00:00 AM,0,0
02/03/2019 04:00:00 AM,0,4
02/03/2019 05:00:00 AM,2,3
11/03/2016 04:00:00 AM,1,1
02/03/2019 06:00:00 AM,14,7
02/03/2019 07:00:00 AM,325,184
12/06/2015 04:00:00 AM,0,0
02/03/2019 08:00:00 AM,537,332
02/03/2019 09:00:00 AM,190,357
02/03/2019 10:00:00 AM,48,620
02/03/2019 11:00:00 AM,60,619
02/03/2019 12:00:00 PM,56,165
02/03/2019 01:00:00 PM,37,71
02/03/2019 02:00:00 PM,33,36
02/03/2019 03:00:00 PM,13,10
02/03/2019 04:00:00 PM,11,13
02/03/2019 05:00:00 PM,6,6
02/03/2019 06:00:00 PM,2,1
02/03/2019 07:00:00 PM,4,4
02/03/2019 08:00:00 PM,4,6
02/03/2019 09:00:00 PM,3,1
02/03/2019 10:00:00 PM,1,1
02/03/2019 11:00:00 PM,2,1
02/04/2019 12:00:00 AM,2,0
02/04/2019 01:00:00 AM,1,1
02/04/2019 02:00:00 AM,0,0
02/04/2019 03:00:00 AM,1,0
02/04/2019 04:00:00 AM,0,0
02/04/2019 05:00:00 AM,4,3
12/29/2015 01:00:00 AM,0,0
02/04/2019 06:00:00 AM,3,6
12/25/2015 03:00:00 AM,0,0
11/10/2015 03:00:00 AM,2,2
02/04/2019 07:00:00 AM,7,15
02/04/2019 08:00:00 AM,13,16
02/04/2019 09:00:00 AM,6,11
02/04/2019 10:00:00 AM,3,6
02/04/2019 11:00:00 AM,5,8
02/04/2019 12:00:00 PM,3,4
02/04/2019 01:00:00 PM,2,2
02/04/2019 02:00:00 PM,5,9
02/04/2019 03:00:00 PM,8,17
02/04/2019 04:00:00 PM,11,24
02/04/2019 05:00:00 PM,6,23
02/04/2019 06:00:00 PM,4,13
02/04/2019 07:00:00 PM,4,7
02/04/2019 08:00:00 PM,3,0
02/04/2019 09:00:00 PM,3,0
02/04/2019 10:00:00 PM,0,0
02/04/2019 11:00:00 PM,1,0
02/05/2019 12:00:00 AM,0,0
02/05/2019 01:00:00 AM,0,0
04/05/2016 11:00:00 PM,6,6
02/05/2019 02:00:00 AM,0,0
04/30/2017 05:00:00 AM,1,1
12/21/2015 01:00:00 AM,0,0
02/05/2019 03:00:00 AM,0,0
02/05/2019 04:00:00 AM,1,0
02/05/2019 05:00:00 AM,1,2
02/05/2019 06:00:00 AM,7,1
02/05/2019 07:00:00 AM,9,11
02/05/2019 08:00:00 AM,12,21
02/05/2019 09:00:00 AM,14,16
02/05/2019 10:00:00 AM,7,6
02/05/2019 11:00:00 AM,3,15
02/05/2019 12:00:00 PM,2,6
02/05/2019 01:00:00 PM,6,2
02/05/2019 02:00:00 PM,8,11
02/05/2019 03:00:00 PM,18,14
02/05/2019 04:00:00 PM,14,24
02/05/2019 05:00:00 PM,10,40
02/05/2019 06:00:00 PM,11,19
02/05/2019 07:00:00 PM,6,11
02/05/2019 08:00:00 PM,2,5
02/05/2019 09:00:00 PM,2,4
02/05/2019 10:00:00 PM,2,1
02/05/2019 11:00:00 PM,0,0
02/06/2019 12:00:00 AM,2,0
02/06/2019 01:00:00 AM,0,0
02/06/2019 02:00:00 AM,0,0
02/06/2019 03:00:00 AM,0,0
02/06/2019 04:00:00 AM,3,1
02/06/2019 05:00:00 AM,5,7
02/06/2019 06:00:00 AM,13,4
02/06/2019 07:00:00 AM,25,38
02/06/2019 08:00:00 AM,49,54
02/06/2019 09:00:00 AM,29,36
02/06/2019 10:00:00 AM,12,20
10/23/2012 01:00:00 AM,1,1
02/06/2019 11:00:00 AM,9,19
02/06/2019 12:00:00 PM,12,10
02/06/2019 01:00:00 PM,13,6
02/06/2019 02:00:00 PM,13,17
02/06/2019 03:00:00 PM,21,21
02/06/2019 04:00:00 PM,27,51
02/06/2019 05:00:00 PM,24,105
02/06/2019 06:00:00 PM,19,66
02/06/2019 07:00:00 PM,5,26
02/06/2019 08:00:00 PM,9,10
02/06/2019 09:00:00 PM,4,6
02/06/2019 10:00:00 PM,6,2
02/06/2019 11:00:00 PM,1,2
02/07/2019 12:00:00 AM,0,0
02/07/2019 01:00:00 AM,0,0
02/07/2019 02:00:00 AM,0,1
02/07/2019 03:00:00 AM,1,1
02/07/2019 04:00:00 AM,3,0
06/17/2015 02:00:00 AM,2,2
02/07/2019 05:00:00 AM,5,7
02/07/2019 06:00:00 AM,23,8
02/07/2019 07:00:00 AM,58,53
02/07/2019 08:00:00 AM,72,93
02/07/2019 09:00:00 AM,43,50
02/07/2019 10:00:00 AM,16,23
02/07/2019 11:00:00 AM,12,18
02/07/2019 12:00:00 PM,20,13
02/07/2019 01:00:00 PM,14,15
02/07/2019 02:00:00 PM,12,20
02/07/2019 03:00:00 PM,24,31
02/07/2019 04:00:00 PM,28,69
02/07/2019 05:00:00 PM,41,145
02/07/2019 06:00:00 PM,21,99
02/07/2019 07:00:00 PM,16,33
02/07/2019 08:00:00 PM,20,17
02/07/2019 09:00:00 PM,10,8
02/07/2019 10:00:00 PM,10,4
02/07/2019 11:00:00 PM,4,4
02/08/2019 12:00:00 AM,2,5
02/08/2019 01:00:00 AM,0,0
02/08/2019 02:00:00 AM,0,0
02/08/2019 03:00:00 AM,2,0
02/08/2019 04:00:00 AM,1,2
02/08/2019 05:00:00 AM,4,5
02/08/2019 06:00:00 AM,16,8
02/08/2019 07:00:00 AM,35,39
02/08/2019 08:00:00 AM,39,64
02/08/2019 09:00:00 AM,24,35
02/08/2019 10:00:00 AM,18,16
02/08/2019 11:00:00 AM,9,18
02/08/2019 12:00:00 PM,15,50
02/08/2019 01:00:00 PM,25,82
02/08/2019 02:00:00 PM,9,37
02/08/2019 03:00:00 PM,14,34
02/08/2019 04:00:00 PM,7,21
02/08/2019 05:00:00 PM,10,24
02/08/2019 06:00:00 PM,1,11
02/08/2019 07:00:00 PM,2,4
02/08/2019 08:00:00 PM,2,3
02/08/2019 09:00:00 PM,2,3
03/07/2013 03:00:00 PM,48,48
09/24/2016 12:00:00 AM,7,7
02/08/2019 10:00:00 PM,1,0
12/19/2015 03:00:00 AM,0,0
02/08/2019 11:00:00 PM,4,0
02/09/2019 12:00:00 AM,0,2
02/09/2019 01:00:00 AM,0,0
04/03/2016 08:00:00 PM,26,26
02/09/2019 02:00:00 AM,0,1
02/09/2019 03:00:00 AM,3,1
02/09/2019 04:00:00 AM,0,1
02/09/2019 05:00:00 AM,0,0
02/09/2019 06:00:00 AM,0,1
02/09/2019 07:00:00 AM,1,1
02/09/2019 08:00:00 AM,0,2
02/09/2019 09:00:00 AM,1,1
02/09/2019 10:00:00 AM,2,1
02/09/2019 11:00:00 AM,0,3
02/09/2019 12:00:00 PM,0,9
02/09/2019 01:00:00 PM,2,2
02/09/2019 02:00:00 PM,0,6
02/09/2019 03:00:00 PM,0,2
02/09/2019 04:00:00 PM,3,5
02/09/2019 05:00:00 PM,1,5
02/09/2019 06:00:00 PM,1,2
02/09/2019 07:00:00 PM,0,0
02/09/2019 08:00:00 PM,0,1
02/09/2019 09:00:00 PM,1,2
02/09/2019 10:00:00 PM,2,0
02/09/2019 11:00:00 PM,2,0
02/10/2019 12:00:00 AM,0,0
02/10/2019 01:00:00 AM,0,0
02/10/2019 02:00:00 AM,0,0
02/10/2019 03:00:00 AM,0,0
02/10/2019 04:00:00 AM,0,0
02/10/2019 05:00:00 AM,1,0
02/10/2019 06:00:00 AM,0,0
02/10/2019 07:00:00 AM,0,0
02/10/2019 08:00:00 AM,2,0
02/10/2019 09:00:00 AM,0,0
02/10/2019 10:00:00 AM,1,2
02/10/2019 11:00:00 AM,3,1
03/25/2015 02:00:00 AM,1,1
12/09/2015 01:00:00 AM,0,0
02/10/2019 12:00:00 PM,0,0
02/10/2019 01:00:00 PM,2,1
02/10/2019 02:00:00 PM,5,0
02/10/2019 03:00:00 PM,1,1
02/10/2019 04:00:00 PM,3,1
02/10/2019 05:00:00 PM,0,3
02/10/2019 06:00:00 PM,0,1
02/10/2019 07:00:00 PM,2,0
02/10/2019 08:00:00 PM,2,0
02/10/2019 09:00:00 PM,0,1
02/10/2019 10:00:00 PM,3,1
12/03/2015 02:00:00 AM,0,0
02/10/2019 11:00:00 PM,1,0
02/11/2019 12:00:00 AM,0,0
02/11/2019 01:00:00 AM,1,0
02/11/2019 02:00:00 AM,0,0
02/11/2019 03:00:00 AM,0,0
02/11/2019 04:00:00 AM,0,0
02/11/2019 05:00:00 AM,2,0
02/11/2019 06:00:00 AM,1,1
02/11/2019 07:00:00 AM,6,7
02/11/2019 08:00:00 AM,4,5
02/11/2019 09:00:00 AM,3,3
02/11/2019 10:00:00 AM,1,6
02/11/2019 11:00:00 AM,0,2
03/29/2014 02:00:00 AM,1,1
02/11/2019 12:00:00 PM,1,3
02/11/2019 01:00:00 PM,1,3
02/11/2019 02:00:00 PM,2,4
02/11/2019 03:00:00 PM,1,5
02/11/2019 04:00:00 PM,4,8
02/11/2019 05:00:00 PM,4,16
02/11/2019 06:00:00 PM,1,6
02/11/2019 07:00:00 PM,0,0
02/11/2019 08:00:00 PM,0,0
07/10/2013 02:00:00 AM,5,5
02/11/2019 09:00:00 PM,0,0
02/11/2019 10:00:00 PM,0,0
02/11/2019 11:00:00 PM,0,0
02/12/2019 12:00:00 AM,0,0
02/12/2019 01:00:00 AM,0,0
02/12/2019 02:00:00 AM,0,0
02/12/2019 03:00:00 AM,0,0
02/12/2019 04:00:00 AM,0,0
02/12/2019 05:00:00 AM,0,0
02/12/2019 06:00:00 AM,0,0
02/12/2019 07:00:00 AM,4,1
02/12/2019 08:00:00 AM,8,7
02/12/2019 09:00:00 AM,2,5
02/12/2019 10:00:00 AM,4,1
02/12/2019 11:00:00 AM,2,2
02/12/2019 12:00:00 PM,2,3
02/12/2019 01:00:00 PM,1,2
11/15/2012 09:00:00 PM,29,29
02/12/2019 02:00:00 PM,0,5
02/12/2019 03:00:00 PM,2,5
02/12/2019 04:00:00 PM,3,9
02/12/2019 05:00:00 PM,3,16
02/12/2019 06:00:00 PM,6,11
02/12/2019 07:00:00 PM,4,8
02/12/2019 08:00:00 PM,2,2
12/29/2015 03:00:00 AM,0,0
02/12/2019 09:00:00 PM,1,2
02/12/2019 10:00:00 PM,0,0
02/12/2019 11:00:00 PM,0,0
02/13/2019 12:00:00 AM,1,0
12/19/2015 04:00:00 AM,0,0
02/13/2019 01:00:00 AM,0,1
02/13/2019 02:00:00 AM,0,0
02/13/2019 03:00:00 AM,0,0
02/13/2019 04:00:00 AM,2,1
02/13/2019 05:00:00 AM,2,1
02/13/2019 06:00:00 AM,6,7
02/13/2019 07:00:00 AM,18,22
02/13/2019 08:00:00 AM,32,44
02/13/2019 09:00:00 AM,26,32
02/13/2019 10:00:00 AM,11,23
02/13/2019 11:00:00 AM,6,11
02/13/2019 12:00:00 PM,2,9
02/13/2019 01:00:00 PM,6,11
02/13/2019 02:00:00 PM,9,4
02/13/2019 03:00:00 PM,8,15
02/13/2019 04:00:00 PM,9,34
02/13/2019 05:00:00 PM,28,83
02/13/2019 06:00:00 PM,14,59
02/13/2019 07:00:00 PM,9,19
02/13/2019 08:00:00 PM,8,12
02/13/2019 09:00:00 PM,1,6
02/13/2019 10:00:00 PM,0,4
02/13/2019 11:00:00 PM,0,4
02/14/2019 12:00:00 AM,3,2
02/14/2019 01:00:00 AM,0,2
02/14/2019 02:00:00 AM,0,0
12/13/2014 07:00:00 AM,12,12
02/14/2019 03:00:00 AM,0,1
02/14/2019 04:00:00 AM,2,1
02/14/2019 05:00:00 AM,5,3
03/27/2017 03:00:00 AM,1,1
02/14/2019 06:00:00 AM,18,6
02/14/2019 07:00:00 AM,36,38
02/14/2019 08:00:00 AM,63,70
02/14/2019 09:00:00 AM,26,48
02/14/2019 10:00:00 AM,17,23
02/14/2019 11:00:00 AM,15,17
02/14/2019 12:00:00 PM,8,14
02/14/2019 01:00:00 PM,7,6
02/14/2019 02:00:00 PM,8,10
01/10/2016 05:00:00 AM,3,3
02/14/2019 03:00:00 PM,13,18
02/14/2019 04:00:00 PM,23,53
02/14/2019 05:00:00 PM,31,124
09/01/2015 01:00:00 AM,1,1
02/14/2019 06:00:00 PM,27,70
02/14/2019 07:00:00 PM,8,28
02/14/2019 08:00:00 PM,8,9
02/14/2019 09:00:00 PM,3,5
02/14/2019 10:00:00 PM,3,3
02/14/2019 11:00:00 PM,1,5
02/15/2019 12:00:00 AM,1,6
02/15/2019 01:00:00 AM,2,1
02/15/2019 02:00:00 AM,0,2
02/15/2019 03:00:00 AM,0,0
02/15/2019 04:00:00 AM,1,5
02/15/2019 05:00:00 AM,5,7
02/15/2019 06:00:00 AM,17,12
02/15/2019 07:00:00 AM,63,63
02/15/2019 08:00:00 AM,99,94
02/15/2019 09:00:00 AM,25,72
02/15/2019 10:00:00 AM,21,29
02/15/2019 11:00:00 AM,13,15
02/15/2019 12:00:00 PM,19,17
02/15/2019 01:00:00 PM,15,19
02/15/2019 02:00:00 PM,20,21
02/15/2019 03:00:00 PM,32,46
11/23/2012 01:00:00 AM,0,0
02/15/2019 04:00:00 PM,32,100
11/23/2012 03:00:00 AM,0,0
02/15/2019 05:00:00 PM,57,170
02/15/2019 06:00:00 PM,30,92
02/15/2019 07:00:00 PM,13,32
02/15/2019 08:00:00 PM,5,15
02/15/2019 09:00:00 PM,9,11
02/15/2019 10:00:00 PM,8,12
02/15/2019 11:00:00 PM,7,4
02/16/2019 12:00:00 AM,4,7
02/16/2019 01:00:00 AM,2,3
02/16/2019 02:00:00 AM,1,2
02/16/2019 03:00:00 AM,1,0
02/16/2019 04:00:00 AM,0,1
02/16/2019 05:00:00 AM,0,2
02/16/2019 06:00:00 AM,7,2
02/16/2019 07:00:00 AM,6,10
02/16/2019 08:00:00 AM,16,14
02/16/2019 09:00:00 AM,13,16
02/16/2019 10:00:00 AM,17,16
02/16/2019 11:00:00 AM,28,14
02/16/2019 12:00:00 PM,16,22
06/06/2013 03:00:00 AM,1,1
02/16/2019 01:00:00 PM,13,23
02/16/2019 02:00:00 PM,18,20
02/16/2019 03:00:00 PM,19,17
02/16/2019 04:00:00 PM,6,18
02/16/2019 05:00:00 PM,6,6
02/16/2019 06:00:00 PM,5,13
02/16/2019 07:00:00 PM,2,3
02/16/2019 08:00:00 PM,2,4
02/16/2019 09:00:00 PM,2,3
02/16/2019 10:00:00 PM,3,11
02/16/2019 11:00:00 PM,3,3
12/30/2015 03:00:00 AM,0,0
02/17/2019 12:00:00 AM,0,4
02/17/2019 01:00:00 AM,0,1
02/17/2019 02:00:00 AM,0,1
02/17/2019 03:00:00 AM,0,2
02/17/2019 04:00:00 AM,0,2
02/17/2019 05:00:00 AM,0,1
02/17/2019 06:00:00 AM,1,3
02/17/2019 07:00:00 AM,6,7
02/17/2019 08:00:00 AM,8,14
02/17/2019 09:00:00 AM,14,19
02/17/2019 10:00:00 AM,31,20
02/09/2015 01:00:00 AM,2,2
02/17/2019 11:00:00 AM,34,28
02/17/2019 12:00:00 PM,30,34
02/17/2019 01:00:00 PM,31,46
02/17/2019 02:00:00 PM,33,26
02/17/2019 03:00:00 PM,32,30
02/17/2019 04:00:00 PM,38,41
02/17/2019 05:00:00 PM,20,29
02/17/2019 06:00:00 PM,14,14
02/17/2019 07:00:00 PM,8,11
02/17/2019 08:00:00 PM,2,4
02/17/2019 09:00:00 PM,2,2
02/17/2019 10:00:00 PM,3,6
02/17/2019 11:00:00 PM,1,5
02/18/2019 12:00:00 AM,1,0
02/18/2019 01:00:00 AM,1,1
02/18/2019 02:00:00 AM,1,1
02/18/2019 03:00:00 AM,4,0
02/18/2019 04:00:00 AM,2,3
02/18/2019 05:00:00 AM,7,4
02/18/2019 06:00:00 AM,15,14
02/18/2019 07:00:00 AM,41,50
02/18/2019 08:00:00 AM,69,89
02/18/2019 09:00:00 AM,40,66
12/28/2015 01:00:00 AM,0,0
02/18/2019 10:00:00 AM,18,38
02/18/2019 11:00:00 AM,20,21
02/18/2019 12:00:00 PM,21,19
11/26/2012 02:00:00 AM,0,0
08/01/2016 12:00:00 PM,41,41
01/05/2014 08:00:00 AM,21,21
06/05/2013 01:00:00 AM,5,5
02/18/2019 01:00:00 PM,28,22
02/18/2019 02:00:00 PM,33,47
02/18/2019 03:00:00 PM,35,48
02/18/2019 04:00:00 PM,36,74
02/18/2019 05:00:00 PM,51,144
02/18/2019 06:00:00 PM,30,92
02/18/2019 07:00:00 PM,10,40
02/18/2019 08:00:00 PM,10,14
02/18/2019 09:00:00 PM,6,7
12/20/2015 02:00:00 AM,0,0
02/18/2019 10:00:00 PM,5,8
02/18/2019 11:00:00 PM,4,2
02/19/2019 12:00:00 AM,0,3
02/19/2019 01:00:00 AM,0,0
02/19/2019 02:00:00 AM,0,2
02/19/2019 03:00:00 AM,1,1
02/19/2019 04:00:00 AM,4,2
02/19/2019 05:00:00 AM,14,15
02/19/2019 06:00:00 AM,43,36
02/19/2019 07:00:00 AM,118,111
02/19/2019 08:00:00 AM,132,158
02/19/2019 09:00:00 AM,62,97
02/19/2019 10:00:00 AM,31,28
02/19/2019 11:00:00 AM,15,25
06/30/2014 01:00:00 AM,2,2
02/19/2019 12:00:00 PM,20,22
02/19/2019 01:00:00 PM,13,25
02/19/2019 02:00:00 PM,18,14
02/19/2019 03:00:00 PM,20,52
02/19/2019 04:00:00 PM,45,131
12/18/2015 03:00:00 AM,0,0
02/19/2019 05:00:00 PM,63,244
02/19/2019 06:00:00 PM,52,169
02/19/2019 07:00:00 PM,26,62
02/19/2019 08:00:00 PM,11,20
02/19/2019 09:00:00 PM,13,14
02/19/2019 10:00:00 PM,5,4
02/19/2019 11:00:00 PM,2,3
02/20/2019 12:00:00 AM,0,1
02/20/2019 01:00:00 AM,0,1
02/20/2019 02:00:00 AM,1,0
02/20/2019 03:00:00 AM,1,0
02/20/2019 04:00:00 AM,4,1
02/20/2019 05:00:00 AM,13,15
10/01/2015 04:00:00 AM,5,5
02/20/2019 06:00:00 AM,37,35
02/20/2019 07:00:00 AM,109,112
02/20/2019 08:00:00 AM,155,175
02/20/2019 09:00:00 AM,61,78
02/20/2019 10:00:00 AM,24,36
02/20/2019 11:00:00 AM,29,29
08/14/2015 05:00:00 AM,19,19
02/20/2019 12:00:00 PM,23,24
02/20/2019 01:00:00 PM,13,22
01/31/2016 06:00:00 PM,25,25
02/20/2019 02:00:00 PM,20,29
02/20/2019 03:00:00 PM,32,48
02/20/2019 04:00:00 PM,57,122
02/20/2019 05:00:00 PM,88,252
02/20/2019 06:00:00 PM,65,171
02/20/2019 07:00:00 PM,30,52
02/20/2019 08:00:00 PM,17,30
02/20/2019 09:00:00 PM,11,16
02/20/2019 10:00:00 PM,8,18
02/20/2019 11:00:00 PM,2,4
02/21/2019 12:00:00 AM,1,3
02/21/2019 01:00:00 AM,0,3
02/21/2019 02:00:00 AM,0,1
02/21/2019 03:00:00 AM,1,2
02/21/2019 04:00:00 AM,7,0
02/21/2019 05:00:00 AM,16,13
02/21/2019 06:00:00 AM,35,32
02/21/2019 07:00:00 AM,119,104
02/21/2019 08:00:00 AM,157,191
02/21/2019 09:00:00 AM,70,99
02/21/2019 10:00:00 AM,49,46
02/21/2019 11:00:00 AM,35,42
02/21/2019 12:00:00 PM,30,51
02/21/2019 01:00:00 PM,41,32
02/21/2019 02:00:00 PM,33,44
02/21/2019 03:00:00 PM,49,79
02/21/2019 04:00:00 PM,55,172
02/21/2019 05:00:00 PM,111,277
02/21/2019 06:00:00 PM,74,183
02/21/2019 07:00:00 PM,23,71
02/21/2019 08:00:00 PM,12,50
02/21/2019 09:00:00 PM,15,16
02/21/2019 10:00:00 PM,8,28
02/21/2019 11:00:00 PM,4,10
02/22/2019 12:00:00 AM,2,2
02/22/2019 01:00:00 AM,0,1
02/22/2019 02:00:00 AM,0,1
02/22/2019 03:00:00 AM,3,0
02/22/2019 04:00:00 AM,4,5
02/22/2019 05:00:00 AM,4,14
02/22/2019 06:00:00 AM,35,21
02/22/2019 07:00:00 AM,89,88
09/27/2013 02:00:00 AM,4,4
02/22/2019 08:00:00 AM,126,138
02/22/2019 09:00:00 AM,78,85
02/22/2019 10:00:00 AM,17,32
02/22/2019 11:00:00 AM,13,15
02/22/2019 12:00:00 PM,6,15
02/22/2019 01:00:00 PM,11,19
